"website";"flightno";"depsched";"depact";"depgate";"arrivalsched";"arrivalact";"arrivalgat"
"airtravelcenter";"AA-637-ORD-LAX";;2011-12-01 16:57:00;;;2011-12-01 19:07:00;
"airtravelcenter";"UA-1406-IAH-LAX";;2011-12-01 21:10:00;;;2011-12-01 22:17:00;
"airtravelcenter";"UA-4140-MSP-EWR";2011-12-01 09:50:00;;;2011-12-01 13:27:00;;
"airtravelcenter";"CO-1239-IAH-LAX";2011-12-01 09:30:00;;;2011-12-01 11:16:00;;
"airtravelcenter";"UA-1009-IAH-BOG";2011-12-01 23:59:00;;;2011-12-02 05:54:00;;
"airtravelcenter";"UA-1430-DEN-CLE";2011-12-01 19:20:00;;;2011-12-02 00:06:00;;
"airtravelcenter";"UA-86-PVG-EWR";2011-12-01 16:55:00;;;2011-12-01 18:20:00;;
"airtravelcenter";"UA-893-BOS-SFO";;2011-12-01 06:24:00;;;2011-12-01 09:25:00;
"airtravelcenter";"UA-898-IAD-BOS";;2011-12-01 22:00:00;;;2011-12-01 23:01:00;
"airtravelcenter";"AA-649-ORD-SNA";;2011-12-01 13:41:00;;;2011-12-01 15:29:00;
"airtravelcenter";"UA-616-ORD-DCA";;2011-12-01 14:35:00;;;2011-12-01 16:50:00;
"airtravelcenter";"CO-37-EWR-MCO";2011-12-01 13:29:00;;;2011-12-01 16:17:00;;
"airtravelcenter";"UA-1006-BOG-IAH";2011-12-01 01:15:00;;;2011-12-01 05:26:00;;
"airtravelcenter";"UA-2546-IAH-CLT";;2011-12-01 09:15:00;;;2011-12-01 12:21:00;
"airtravelcenter";"UA-5140-EWR-YUL";;2011-12-01 21:55:00;;;2011-12-01 22:50:00;
"airtravelcenter";"UA-940-ORD-FRA";;2011-12-01 19:16:00;;;2011-12-02 09:49:00;
"airtravelcenter";"AA-463-ORF-DFW";;2011-12-01 06:33:00;;;2011-12-01 08:24:00;
"airtravelcenter";"UA-574-SFO-IAD";;2011-12-01 10:51:00;;;2011-12-01 18:45:00;
"airtravelcenter";"CO-5225-ATL-IAH";2011-12-01 10:51:00;;;2011-12-01 12:19:00;;
"airtravelcenter";"UA-855-IAH-SFO";;2011-12-01 09:19:00;;;2011-12-01 10:58:00;
"airtravelcenter";"UA-2691-DTW-CLT";;2011-12-01 19:12:00;;;2011-12-01 20:27:00;
"airtravelcenter";"AA-3921-MEM-ORD";;2011-12-01 17:27:00;;;2011-12-01 18:50:00;
"airtravelcenter";"AA-1538-DFW-MCO";;2011-12-01 21:26:00;;;2011-12-02 00:26:00;
"airtravelcenter";"CO-4261-IAH-CVG";2011-12-01 17:05:00;;;2011-12-01 20:25:00;;
"airtravelcenter";"UA-4144-MEM-IAH";2011-12-01 15:10:00;;;2011-12-01 17:00:00;;
"airtravelcenter";"AA-1367-ATL-DFW";;2011-12-01 16:37:00;;;2011-12-01 17:21:00;
"airtravelcenter";"UA-6427-YYC-SFO";2011-12-01 12:28:00;;;2011-12-01 14:24:00;;
"airtravelcenter";"AA-1593-MCO-MIA";;2011-12-01 12:16:00;;;2011-12-01 12:55:00;
"airtravelcenter";"AA-821-JFK-FLL";;2011-12-01 16:24:00;;;2011-12-01 18:44:00;
"airtravelcenter";"AA-3536-CLT-MIA";;2011-12-01 16:57:00;;;2011-12-01 18:30:00;
"airtravelcenter";"UA-442-LAX-ORD";;2011-12-01 09:19:00;;;2011-12-01 14:41:00;
"airtravelcenter";"UA-382-IAD-LAX";;2011-12-01 12:56:00;;;2011-12-01 15:12:00;
"airtravelcenter";"UA-382-IAD-LAX";;2011-12-01 12:56:00;;;2011-12-01 15:09:00;
"airtravelcenter";"UA-768-SFO-BOS";;2011-12-01 09:00:00;;;2011-12-01 17:07:00;
"airtravelcenter";"UA-1114-DEN-EWR";2011-12-01 23:59:00;;;2011-12-02 05:31:00;;
"airtravelcenter";"UA-1114-DEN-EWR";;2011-12-01 00:07:00;;;2011-12-01 05:10:00;
"airtravelcenter";"UA-1217-EWR-DFW";2011-12-01 07:00:00;;;2011-12-01 10:07:00;;
"airtravelcenter";"UA-2214-PHL-EWR";;2011-12-01 09:39:00;;;2011-12-01 10:10:00;
"airtravelcenter";"CO-23-EWR-IAH";2011-12-01 13:40:00;;;2011-12-01 16:44:00;;
"airtravelcenter";"CO-1203-BOS-CLE";2011-12-01 17:58:00;;;2011-12-01 20:06:00;;
"airtravelcenter";"UA-3173-SFO-CLT";;2011-12-01 22:23:00;;;2011-12-02 05:43:00;
"airtravelcenter";"UA-2327-CLT-PBI";;2011-12-01 12:03:00;;;2011-12-01 13:27:00;
"airtravelcenter";"UA-1123-EWR-TPA";2011-12-01 17:29:00;;;2011-12-01 20:28:00;;
"airtravelcenter";"AA-1294-IAH-MIA";;2011-12-01 17:48:00;;;2011-12-01 20:42:00;
"airtravelcenter";"UA-4888-IAH-DAL";;2011-12-01 17:38:00;;;2011-12-01 18:19:00;
"airtravelcenter";"UA-500-SFO-PHX";;2011-12-01 13:13:00;;;2011-12-01 15:37:00;
"airtravelcenter";"AA-2435-ORD-PHX";;2011-12-01 12:43:00;;;2011-12-01 14:52:00;
"airtravelcenter";"AA-3063-SLC-LAX";;2011-12-01 20:40:00;;;2011-12-01 21:12:00;
"airtravelcenter";"AA-2238-DFW-CLT";;2011-12-01 17:34:00;;;2011-12-01 20:44:00;
"airtravelcenter";"AA-222-LAX-BOS";;2011-12-01 07:32:00;;;2011-12-01 15:12:00;
"airtravelcenter";"UA-5182-IAH-COS";2011-12-01 09:15:00;;;2011-12-01 10:37:00;;
"airtravelcenter";"AA-3732-MSP-ORD";;2011-12-01 16:14:00;;;2011-12-01 17:10:00;
"airtravelcenter";"CO-1615-IAH-SLC";2011-12-01 21:00:00;;;2011-12-01 23:21:00;;
"airtravelcenter";"AA-1381-DFW-SFO";;2011-12-01 15:07:00;;;2011-12-01 16:10:00;
"airtravelcenter";"UA-931-SFO-LAX";;2011-12-01 19:42:00;;;2011-12-01 20:36:00;
"airtravelcenter";"UA-940-DEN-ORD";;2011-12-01 14:10:00;;;2011-12-01 16:55:00;
"airtravelcenter";"UA-3496-DEN-MSP";2011-12-01 08:50:00;;;2011-12-01 11:52:00;;
"airtravelcenter";"UA-1243-IAH-TUL";2011-12-01 19:10:00;;;2011-12-01 20:41:00;;
"airtravelcenter";"CO-1016-DEN-IAH";2011-12-01 07:09:00;;;2011-12-01 10:36:00;;
"airtravelcenter";"UA-4866-EWR-BWI";;2011-12-01 13:11:00;;;2011-12-01 13:40:00;
"airtravelcenter";"CO-1203-CLE-IAH";2011-12-01 20:55:00;;;2011-12-01 23:03:00;;
"airtravelcenter";"UA-4423-IAH-TAM";2011-12-01 17:55:00;;;2011-12-01 19:44:00;;
"airtravelcenter";"UA-235-LAX-DEN";;2011-12-01 15:36:00;;;2011-12-01 18:29:00;
"airtravelcenter";"AA-3468-CVG-MIA";;2011-12-01 07:25:00;;;2011-12-01 09:29:00;
"airtravelcenter";"UA-1545-EWR-IAH";2011-12-01 05:30:00;;;2011-12-01 08:29:00;;
"airtravelcenter";"CO-4295-CLE-RDU";2011-12-01 08:00:00;;;2011-12-01 09:31:00;;
"airtravelcenter";"CO-1232-IAH-MSY";2011-12-01 11:30:00;;;2011-12-01 12:44:00;;
"airtravelcenter";"UA-6272-BUR-SFO";;2011-12-01 07:14:00;;;2011-12-01 08:05:00;
"airtravelcenter";"AA-4344-DTW-ORD";;2011-12-01 14:54:00;;;2011-12-01 14:44:00;
"airtravelcenter";"AA-192-LAX-BOS";;2011-12-01 22:08:00;;;2011-12-02 05:42:00;
"airtravelcenter";"UA-2561-CLT-ORD";;2011-12-01 14:51:00;;;2011-12-01 15:35:00;
"airtravelcenter";"UA-1601-FLL-EWR";2011-12-01 18:30:00;;;2011-12-01 21:32:00;;
"airtravelcenter";"AA-1667-DFW-SAT";;2011-12-01 20:34:00;;;2011-12-01 21:17:00;
"airtravelcenter";"UA-1593-EWR-ATL";2011-12-01 18:00:00;;;2011-12-01 20:56:00;;
"airtravelcenter";"UA-1593-EWR-ATL";;2011-12-01 18:31:00;;;2011-12-01 20:25:00;
"airtravelcenter";"UA-1029-EWR-SAT";2011-12-01 18:50:00;;;2011-12-01 22:16:00;;
"airtravelcenter";"CO-4665-IAH-GRR";2011-12-01 10:37:00;;;2011-12-01 14:10:00;;
"airtravelcenter";"AA-2419-MCO-DFW";;2011-12-01 07:54:00;;;2011-12-01 09:13:00;
"airtravelcenter";"AA-3544-MEM-MIA";;2011-12-01 13:42:00;;;2011-12-01 16:41:00;
"airtravelcenter";"UA-897-IAD-PEK";;2011-12-01 13:05:00;;;2011-12-02 14:48:00;
"airtravelcenter";"AA-1956-CCS-MIA";;2011-12-01 08:43:00;;;2011-12-01 11:03:00;
"airtravelcenter";"UA-1203-CLE-IAH";2011-12-01 20:55:00;;;2011-12-01 23:03:00;;
"airtravelcenter";"UA-91-EWR-LAX";2011-12-01 06:30:00;;;2011-12-01 09:45:00;;
"airtravelcenter";"UA-1197-SMF-IAH";2011-12-01 06:15:00;;;2011-12-01 11:54:00;;
"airtravelcenter";"UA-1197-SMF-IAH";;2011-12-01 06:51:00;;;2011-12-01 12:15:00;
"airtravelcenter";"UA-1203-BOS-CLE";2011-12-01 17:58:00;;;2011-12-01 20:06:00;;
"airtravelcenter";"AA-3842-MSP-ORD";;2011-12-01 06:57:00;;;2011-12-01 07:49:00;
"airtravelcenter";"CO-1104-EWR-BOS";2011-12-01 13:45:00;;;2011-12-01 14:54:00;;
"airtravelcenter";"UA-3455-DEN-DTW";2011-12-01 10:08:00;;;2011-12-01 14:58:00;;
"airtravelcenter";"CO-1065-BOS-EWR";2011-12-01 10:50:00;;;2011-12-01 12:25:00;;
"airtravelcenter";"CO-1734-EWR-BOS";2011-12-01 17:00:00;;;2011-12-01 18:20:00;;
"airtravelcenter";"AA-18-SFO-JFK";;2011-12-01 23:25:00;;;2011-12-02 07:18:00;
"airtravelcenter";"CO-1006-IAH-ORD";2011-12-01 07:15:00;;;2011-12-01 09:48:00;;
"airtravelcenter";"AA-415-ORD-SEA";;2011-12-01 11:50:00;;;2011-12-01 13:57:00;
"airtravelcenter";"UA-780-DEN-PHX";;2011-12-01 16:03:00;;;2011-12-01 17:30:00;
"airtravelcenter";"UA-2882-PHL-DTW";;2011-12-01 20:35:00;;;2011-12-01 21:45:00;
"airtravelcenter";"UA-2998-PHL-PHX";;2011-12-01 18:17:00;;;2011-12-01 21:07:00;
"airtravelcenter";"AA-1960-MIA-TPA";;2011-12-01 17:02:00;;;2011-12-01 17:45:00;
"airtravelcenter";"UA-419-SMF-IAD";;2011-12-01 08:15:00;;;2011-12-01 15:39:00;
"airtravelcenter";"CO-1493-ORD-IAH";2011-12-01 14:00:00;;;2011-12-01 16:45:00;;
"airtravelcenter";"UA-1132-SEA-EWR";2011-12-01 22:35:00;;;2011-12-02 06:31:00;;
"airtravelcenter";"AA-1210-ORD-BOS";;2011-12-01 12:24:00;;;2011-12-01 15:04:00;
"airtravelcenter";"AA-3591-CLE-MIA";;2011-12-01 17:36:00;;;2011-12-01 20:03:00;
"airtravelcenter";"UA-6154-ORD-ORF";2011-12-01 13:33:00;;;2011-12-01 16:38:00;;
"airtravelcenter";"UA-870-SYD-SFO";;2011-12-01 16:42:00;;;2011-12-01 10:26:00;
"airtravelcenter";"UA-3499-YYZ-IAD";2011-12-01 16:30:00;;;2011-12-01 17:59:00;;
"airtravelcenter";"UA-1585-MFE-IAH";2011-12-01 05:30:00;;;2011-12-01 06:40:00;;
"airtravelcenter";"UA-6139-BTV-ORD";2011-12-01 06:00:00;;;2011-12-01 07:43:00;;
"airtravelcenter";"AA-518-MIA-JFK";;2011-12-01 06:54:00;;;2011-12-01 09:14:00;
"airtravelcenter";"AA-1007-MIA-PHX";;2011-12-01 17:09:00;;;2011-12-01 19:43:00;
"airtravelcenter";"CO-4144-MEM-IAH";2011-12-01 15:10:00;;;2011-12-01 17:00:00;;
"airtravelcenter";"UA-221-EWR-SXM";;2011-12-01 07:57:00;;;2011-12-01 12:36:00;
"airtravelcenter";"UA-1593-BOS-EWR";2011-12-01 13:00:00;;;2011-12-01 14:42:00;;
"airtravelcenter";"UA-1593-BOS-EWR";;2011-12-01 14:12:00;;;2011-12-01 14:47:00;
"airtravelcenter";"UA-86-EWR-CLE";2011-12-01 20:15:00;;;2011-12-01 21:57:00;;
"airtravelcenter";"UA-2424-BUF-CLT";;2011-12-01 18:59:00;;;2011-12-01 20:18:00;
"airtravelcenter";"UA-1500-IAH-GUA";2011-12-01 08:55:00;;;2011-12-01 11:45:00;;
"airtravelcenter";"UA-1057-IAH-MSY";2011-12-01 21:10:00;;;2011-12-01 22:18:00;;
"airtravelcenter";"UA-4436-ATL-CLE";2011-12-01 20:00:00;;;2011-12-01 21:49:00;;
"airtravelcenter";"UA-88-PEK-EWR";2011-12-01 17:00:00;;;2011-12-01 17:35:00;;
"airtravelcenter";"UA-316-DEN-IAD";;2011-12-01 13:51:00;;;2011-12-01 18:20:00;
"airtravelcenter";"UA-3775-AUS-ORD";2011-12-01 08:45:00;;;2011-12-01 11:20:00;;
"airtravelcenter";"AA-1687-BWI-MIA";;2011-12-01 10:36:00;;;2011-12-01 12:37:00;
"airtravelcenter";"AA-33-JFK-LAX";;2011-12-01 08:00:00;;;2011-12-01 10:29:00;
"airtravelcenter";"AA-1640-MIA-MCO";;2011-12-01 18:47:00;;;2011-12-01 19:25:00;
"airtravelcenter";"UA-4866-YUL-EWR";;2011-12-01 10:29:00;;;2011-12-01 11:24:00;
"airtravelcenter";"AA-1039-ATL-MIA";;2011-12-01 13:45:00;;;2011-12-01 15:09:00;
"airtravelcenter";"AA-2049-DFW-DEN";;2011-12-01 09:25:00;;;2011-12-01 10:00:00;
"airtravelcenter";"UA-2708-CLT-MCO";;2011-12-01 18:41:00;;;2011-12-01 19:49:00;
"airtravelcenter";"UA-3540-MSP-IAD";2011-12-01 17:28:00;;;2011-12-01 20:52:00;;
"airtravelcenter";"UA-37-EDI-EWR";2011-12-01 09:05:00;;;2011-12-01 11:53:00;;
"airtravelcenter";"UA-1250-MIA-IAH";2011-12-01 14:53:00;;;2011-12-01 16:48:00;;
"airtravelcenter";"AA-3356-DFW-CVG";;2011-12-01 10:46:00;;;2011-12-01 13:33:00;
"airtravelcenter";"UA-662-SFO-MSP";;2011-12-01 11:16:00;;;2011-12-01 17:02:00;
"airtravelcenter";"AA-3753-MSP-ORD";;2011-12-01 10:02:00;;;2011-12-01 10:59:00;
"airtravelcenter";"UA-2856-SFO-CLT";;2011-12-01 13:43:00;;;2011-12-01 21:03:00;
"airtravelcenter";"CO-87-CLE-EWR";2011-12-01 07:30:00;;;2011-12-01 09:01:00;;
"airtravelcenter";"AA-1048-MIA-IAD";;2011-12-01 20:36:00;;;2011-12-01 22:36:00;
"airtravelcenter";"UA-4375-ATL-EWR";2011-12-01 19:10:00;;;2011-12-01 21:35:00;;
"airtravelcenter";"AA-442-SFO-MIA";;2011-12-01 13:30:00;;;2011-12-01 21:36:00;
"airtravelcenter";"UA-3050-PHX-CLT";;2011-12-01 11:45:00;;;2011-12-01 17:00:00;
"airtravelcenter";"UA-5293-PDX-SEA";2011-12-01 13:37:00;;;2011-12-01 14:30:00;;
"airtravelcenter";"UA-456-ORD-SFO";;2011-12-01 10:09:00;;;2011-12-01 12:27:00;
"airtravelcenter";"UA-770-SNA-SFO";;2011-12-01 19:33:00;;;2011-12-01 20:33:00;
"airtravelcenter";"UA-3099-PHX-PHL";;2011-12-01 11:55:00;;;2011-12-01 17:34:00;
"airtravelcenter";"AA-3728-EWR-ORD";;2011-12-01 13:33:00;;;2011-12-01 14:35:00;
"airtravelcenter";"AA-1990-TUS-ORD";;2011-12-01 14:25:00;;;2011-12-01 18:03:00;
"airtravelcenter";"UA-4221-IAH-MEM";2011-12-01 14:30:00;;;2011-12-01 15:59:00;;
"airtravelcenter";"UA-1426-IAH-MID";2011-12-01 19:20:00;;;2011-12-01 21:27:00;;
"airtravelcenter";"UA-1008-BOG-IAH";2011-12-01 08:50:00;;;2011-12-01 13:01:00;;
"airtravelcenter";"CO-1092-ORD-IAH";2011-12-01 12:15:00;;;2011-12-01 15:05:00;;
"airtravelcenter";"UA-6219-DEN-COS";2011-12-01 18:56:00;;;2011-12-01 19:31:00;;
"airtravelcenter";"CO-4375-EWR-ATL";2011-12-01 16:10:00;;;2011-12-01 18:37:00;;
"airtravelcenter";"CO-1592-EWR-MCO";2011-12-01 07:45:00;;;2011-12-01 10:44:00;;
"airtravelcenter";"UA-567-SFO-YVR";;2011-12-01 11:36:00;;;2011-12-01 13:33:00;
"airtravelcenter";"UA-630-DEN-SAN";;2011-12-01 19:11:00;;;2011-12-01 20:12:00;
"airtravelcenter";"AA-1544-SAN-ORD";;2011-12-01 11:41:00;;;2011-12-01 16:54:00;
"airtravelcenter";"UA-893-SFO-ICN";;2011-12-01 11:40:00;;;2011-12-02 16:10:00;
"airtravelcenter";"CO-1255-LAX-EWR";2011-12-01 15:50:00;;;2011-12-01 23:59:00;;
"airtravelcenter";"AA-487-SJU-CCS";;2011-12-01 13:16:00;;;2011-12-01 14:00:00;
"airtravelcenter";"AA-1309-DFW-SFO";;2011-12-01 14:14:00;;;2011-12-01 15:21:00;
"airtravelcenter";"AA-1735-MIA-KIN";;2011-12-01 13:01:00;;;2011-12-01 14:17:00;
"airtravelcenter";"CO-1565-LAX-IAH";2011-12-01 11:51:00;;;2011-12-01 17:05:00;;
"airtravelcenter";"UA-3759-RDU-IAD";2011-12-01 16:53:00;;;2011-12-01 17:55:00;;
"airtravelcenter";"UA-1451-CLE-MCO";2011-12-01 09:00:00;;;2011-12-01 11:28:00;;
"airtravelcenter";"CO-1023-IAH-DEN";2011-12-01 11:40:00;;;2011-12-01 13:17:00;;
"airtravelcenter";"AA-3744-EWR-ORD";;2011-12-01 21:34:00;;;2011-12-01 22:32:00;
"airtravelcenter";"UA-398-IAD-SFO";;2011-12-01 06:38:00;;;2011-12-01 09:04:00;
"airtravelcenter";"UA-2945-PHL-CLT";;2011-12-01 12:07:00;;;2011-12-01 13:11:00;
"airtravelcenter";"UA-5487-SFO-MRY";;2011-12-01 10:53:00;;;2011-12-01 11:11:00;
"airtravelcenter";"AA-1066-DFW-DCA";;2011-12-01 10:44:00;;;2011-12-01 14:18:00;
"airtravelcenter";"CO-1072-EWR-RSW";2011-12-01 11:15:00;;;2011-12-01 14:17:00;;
"airtravelcenter";"UA-3496-MSP-ORD";2011-12-01 13:55:00;;;2011-12-01 15:23:00;;
"airtravelcenter";"CO-1614-LAX-IAH";2011-12-01 00:30:00;;;2011-12-01 05:35:00;;
"airtravelcenter";"AA-3806-LAX-PHX";;2011-12-01 17:18:00;;;2011-12-01 19:11:00;
"airtravelcenter";"CO-4844-EWR-ROC";;2011-12-01 19:19:00;;;2011-12-01 20:16:00;
"airtravelcenter";"UA-4665-IAH-GRR";2011-12-01 10:37:00;;;2011-12-01 14:10:00;;
"airtravelcenter";"AA-1279-DFW-PHX";;2011-12-01 14:03:00;;;2011-12-01 15:13:00;
"airtravelcenter";"AA-1201-ORD-STL";;2011-12-01 15:23:00;;;2011-12-01 16:03:00;
"airtravelcenter";"AA-971-MIA-SJO";;2011-12-01 11:15:00;;;2011-12-01 12:43:00;
"airtravelcenter";"AA-2459-DFW-LAX";;2011-12-01 17:01:00;;;2011-12-01 17:59:00;
"airtravelcenter";"CO-4843-EWR-PHL";;2011-12-01 15:09:00;;;2011-12-01 15:37:00;
"airtravelcenter";"CO-4843-EWR-PHL";;2011-12-01 15:39:00;;;2011-12-01 16:15:00;
"airtravelcenter";"AA-2574-MIA-ATL";;2011-12-01 19:08:00;;;2011-12-01 20:38:00;
"airtravelcenter";"UA-972-ORD-BRU";;2011-12-01 18:50:00;;;2011-12-02 09:01:00;
"airtravelcenter";"CO-1260-MCO-EWR";2011-12-01 11:50:00;;;2011-12-01 14:27:00;;
"airtravelcenter";"UA-1677-PHL-IAH";;2011-12-01 05:49:00;;;2011-12-01 07:44:00;
"airtravelcenter";"AA-25-BOS-LAX";;2011-12-01 08:01:00;;;2011-12-01 11:05:00;
"airtravelcenter";"AA-466-IAH-MIA";;2011-12-01 06:09:00;;;2011-12-01 08:50:00;
"airtravelcenter";"AA-3801-PHX-LAX";;2011-12-01 11:20:00;;;2011-12-01 11:13:00;
"airtravelcenter";"AA-1999-EWR-MIA";;2011-12-01 17:14:00;;;2011-12-01 19:33:00;
"airtravelcenter";"UA-1596-IAH-SFO";2011-12-01 13:15:00;;;2011-12-01 15:34:00;;
"airtravelcenter";"AA-1077-DFW-SFO";;2011-12-01 07:24:00;;;2011-12-01 09:11:00;
"airtravelcenter";"CO-86-EWR-CLE";2011-12-01 20:15:00;;;2011-12-01 21:57:00;;
"airtravelcenter";"UA-2831-MCO-CLT";;2011-12-01 19:18:00;;;2011-12-01 20:34:00;
"airtravelcenter";"AA-858-TPA-MIA";;2011-12-01 07:04:00;;;2011-12-01 07:46:00;
"airtravelcenter";"UA-4280-IAH-YYZ";2011-12-01 10:15:00;;;2011-12-01 14:19:00;;
"airtravelcenter";"UA-2997-PHL-PHX";;2011-12-01 16:42:00;;;2011-12-01 19:37:00;
"airtravelcenter";"AA-954-TGU-MIA";;2011-12-01 14:57:00;;;2011-12-01 17:46:00;
"airtravelcenter";"UA-4279-IND-IAH";2011-12-01 14:15:00;;;2011-12-01 15:50:00;;
"airtravelcenter";"UA-537-LIH-LAX";;2011-12-01 21:41:00;;;2011-12-02 04:36:00;
"airtravelcenter";"CO-1087-IAH-BOS";2011-12-01 12:55:00;;;2011-12-01 17:38:00;;
"airtravelcenter";"UA-2906-PHL-MCO";;2011-12-01 16:44:00;;;2011-12-01 18:28:00;
"airtravelcenter";"AA-2111-MIA-LIM";;2011-12-01 18:41:00;;;2011-12-01 23:27:00;
"airtravelcenter";"AA-5093-CVG-ORD";;2011-12-01 14:24:00;;;2011-12-01 14:16:00;
"airtravelcenter";"UA-2830-MCO-CLT";;2011-12-01 15:50:00;;;2011-12-01 17:14:00;
"airtravelcenter";"UA-5403-AUS-SFO";2011-12-01 13:50:00;;;2011-12-01 15:51:00;;
"airtravelcenter";"UA-4373-ATL-EWR";2011-12-01 09:48:00;;;2011-12-01 12:00:00;;
"airtravelcenter";"AA-1592-DFW-MCO";;2011-12-01 13:43:00;;;2011-12-01 16:58:00;
"airtravelcenter";"CO-1676-IAH-PHL";2011-12-01 15:55:00;;;2011-12-01 20:13:00;;
"airtravelcenter";"AA-2431-DFW-LAX";;2011-12-01 12:52:00;;;2011-12-01 13:43:00;
"airtravelcenter";"UA-2515-DFW-CLT";;2011-12-01 07:30:00;;;2011-12-01 10:43:00;
"airtravelcenter";"CO-1616-IAH-ORD";2011-12-01 21:15:00;;;2011-12-01 23:50:00;;
"airtravelcenter";"UA-1649-FLL-IAH";2011-12-01 06:10:00;;;2011-12-01 07:58:00;;
"airtravelcenter";"UA-288-CMH-ORD";;2011-12-01 10:42:00;;;2011-12-01 12:18:00;
"airtravelcenter";"CO-1410-LAX-IAH";2011-12-01 06:40:00;;;2011-12-01 11:53:00;;
"airtravelcenter";"CO-1262-ORD-EWR";2011-12-01 10:00:00;;;2011-12-01 13:13:00;;
"airtravelcenter";"AA-789-ORD-DEN";;2011-12-01 13:20:00;;;2011-12-01 14:49:00;
"airtravelcenter";"UA-3540-DEN-MSP";2011-12-01 13:23:00;;;2011-12-01 16:27:00;;
"airtravelcenter";"AA-3545-MIA-MEM";;2011-12-01 11:38:00;;;2011-12-01 12:47:00;
"airtravelcenter";"AA-706-DEN-ORD";;2011-12-01 16:35:00;;;2011-12-01 19:22:00;
"airtravelcenter";"UA-996-LAX-ORD";;2011-12-01 17:32:00;;;2011-12-01 23:04:00;
"airtravelcenter";"AA-1718-ORD-BOS";;2011-12-01 10:53:00;;;2011-12-01 13:31:00;
"airtravelcenter";"UA-968-DEN-TUL";;2011-12-01 19:53:00;;;2011-12-01 22:03:00;
"airtravelcenter";"UA-5860-DAY-ORD";2011-12-01 07:42:00;;;2011-12-01 08:05:00;;
"airtravelcenter";"UA-1562-IAH-YVR";2011-12-01 21:05:00;;;2011-12-02 00:07:00;;
"airtravelcenter";"UA-41-EWR-LAX";2011-12-01 15:15:00;;;2011-12-01 18:27:00;;
"airtravelcenter";"UA-4922-IAH-OKC";;2011-12-01 19:42:00;;;2011-12-01 20:50:00;
"airtravelcenter";"UA-62-IAH-EWR";2011-12-01 14:30:00;;;2011-12-01 19:03:00;;
"airtravelcenter";"UA-819-MCO-IAD";;2011-12-01 13:19:00;;;2011-12-01 15:11:00;
"airtravelcenter";"UA-5692-DTW-ORD";2011-12-01 13:25:00;;;2011-12-01 13:45:00;;
"airtravelcenter";"UA-390-SFO-ORD";;2011-12-01 15:35:00;;;2011-12-01 21:24:00;
"airtravelcenter";"UA-2306-CLT-LAX";;2011-12-01 16:44:00;;;2011-12-01 18:33:00;
"airtravelcenter";"AA-252-LAX-MIA";;2011-12-01 15:18:00;;;2011-12-01 22:38:00;
"airtravelcenter";"CO-76-MCO-EWR";2011-12-01 17:25:00;;;2011-12-01 20:13:00;;
"airtravelcenter";"AA-21-JFK-LAX";;2011-12-01 19:29:00;;;2011-12-01 22:12:00;
